Round,HomeTeam,AwayTeam,FTR
17,Fulham,Leeds,H
17,Man United,Arsenal,H
17,Middlesbrough,West Ham,D
17,Southampton,Birmingham,H
17,Tottenham,West Brom,H
17,Sunderland,Man City,A
17,Aston Villa,West Brom,H
18,Charlton,Man City,D
18,Everton,Blackburn,H
18,Man United,West Ham,H
18,Middlesbrough,Chelsea,D
18,Southampton,Newcastle,D
18,Fulham,Birmingham,A
18,Sunderland,Liverpool,H
18,Tottenham,Arsenal,D
18,Bolton,Leeds,A
18,Arsenal,Middlesbrough,H
19,Birmingham,Charlton,D
19,Chelsea,Aston Villa,H
19,Leeds,Southampton,D
19,Newcastle,Fulham,H
19,West Brom,Sunderland,D
19,West Ham,Bolton,D
19,Blackburn,Man United,H
19,Liverpool,Everton,D
19,Man City,Tottenham,A
19,Birmingham,Everton,D
20,Bolton,Newcastle,H
20,Chelsea,Southampton,D
20,Liverpool,Blackburn,D
20,Man City,Aston Villa,H
20,Middlesbrough,Man United,H
20,Sunderland,Leeds,A
20,Tottenham,Charlton,D
20,West Brom,Arsenal,A
20,West Ham,Fulham,D
20,Aston Villa,Middlesbrough,H
21,Blackburn,West Ham,D
21,Charlton,West Brom,H
21,Everton,Bolton,D
21,Fulham,Man City,A
21,Leeds,Chelsea,H
21,Man United,Birmingham,H
21,Southampton,Sunderland,H
21,Arsenal,Liverpool,D
21,Newcastle,Tottenham,H
21,Arsenal,Chelsea,H
22,Aston Villa,Bolton,H
22,Blackburn,Middlesbrough,H
22,Everton,Man City,D
22,Leeds,Birmingham,H
22,Man United,Sunderland,H
22,Newcastle,Liverpool,H
22,Southampton,Tottenham,H
22,Bolton,Fulham,D
22,Chelsea,Charlton,H
22,Liverpool,Aston Villa,D
23,Man City,Leeds,H
23,Middlesbrough,Southampton,D
23,Sunderland,Blackburn,D
23,West Brom,Man United,A
23,West Ham,Newcastle,D
23,Birmingham,Arsenal,A
23,Tottenham,Everton,H
23,Aston Villa,Tottenham,A
23,Blackburn,Birmingham,D
23,Charlton,Bolton,D
24,Everton,Sunderland,H
24,Leeds,West Brom,D
24,Man United,Chelsea,H
24,Newcastle,Man City,H
24,Southampton,Liverpool,A
24,Arsenal,West Ham,H
24,Fulham,Middlesbrough,H
24,Charlton,West Ham,H
24,Newcastle,Bolton,H
24,Bolton,Everton,A
25,Chelsea,Leeds,H
25,Middlesbrough,Aston Villa,A
25,Sunderland,Southampton,A
25,Liverpool,Arsenal,D
25,Man City,Fulham,H
25,Tottenham,Newcastle,A
25,West Brom,Charlton,A
25,West Ham,Blackburn,H
25,Arsenal,Fulham,H
25,Bolton,Birmingham,H
26,Chelsea,Tottenham,D
26,Everton,Leeds,H
26,Man City,West Brom,A
26,Southampton,Man United,A
26,Sunderland,Charlton,A
26,Aston Villa,Blackburn,H
26,West Ham,Liverpool,A
26,Birmingham,Man United,A
26,Birmingham,Chelsea,A
26,Blackburn,Southampton,H
27,Charlton,Everton,H
27,Fulham,Aston Villa,H
27,Leeds,West Ham,H
27,Liverpool,Middlesbrough,D
27,Tottenham,Sunderland,H
27,West Brom,Bolton,D
27,Man United,Man City,D
27,Newcastle,Arsenal,D
27,Fulham,West Brom,H
27,Bolton,Man United,D
28,Charlton,Aston Villa,H
28,Chelsea,Blackburn,A
28,Everton,Southampton,H
28,Leeds,Newcastle,A
28,Man City,Arsenal,A
28,Sunderland,Middlesbrough,A
28,Birmingham,Liverpool,H
28,West Brom,West Ham,A
28,Tottenham,Fulham,D
28,Blackburn,Man City,H
29,Fulham,Sunderland,H
29,Middlesbrough,Everton,D
29,Newcastle,Chelsea,H
29,Southampton,West Brom,H
29,West Ham,Tottenham,H
29,Arsenal,Charlton,H
29,Aston Villa,Birmingham,A
29,Man United,Leeds,H
29,Middlesbrough,Newcastle,H
29,Liverpool,Bolton,H
30,Aston Villa,Man United,A
30,Blackburn,Arsenal,H
30,Charlton,Newcastle,A
30,Everton,West Ham,D
30,Fulham,Southampton,D
30,Leeds,Middlesbrough,A
30,Sunderland,Bolton,A
30,Man City,Birmingham,H
30,Tottenham,Liverpool,A
30,West Brom,Chelsea,A
31,Birmingham,West Brom,H
31,Chelsea,Man City,H
31,Man United,Fulham,H
31,Middlesbrough,Charlton,D
31,Newcastle,Blackburn,H
31,Southampton,Aston Villa,D
31,West Ham,Sunderland,H
31,Arsenal,Everton,H
31,Liverpool,Leeds,H
31,Bolton,Tottenham,H
32,Aston Villa,Arsenal,D
32,Bolton,Man City,H
32,Charlton,Leeds,A
32,Man United,Liverpool,H
32,Middlesbrough,West Brom,H
32,Southampton,West Ham,D
32,Sunderland,Chelsea,A
32,Tottenham,Birmingham,H
32,Everton,Newcastle,H
32,Fulham,Blackburn,A
33,Birmingham,Sunderland,H
33,Blackburn,Charlton,H
33,Chelsea,Bolton,H
33,Leeds,Tottenham,D
33,Liverpool,Fulham,H
33,Man City,Middlesbrough,D
33,Newcastle,Man United,A
33,West Brom,Everton,A
33,West Ham,Aston Villa,D
33,Arsenal,Man United,D
34,Tottenham,Man City,A
34,Aston Villa,Chelsea,H
34,Bolton,West Ham,H
34,Charlton,Birmingham,A
34,Everton,Liverpool,A
34,Fulham,Newcastle,H
34,Man United,Blackburn,H
34,Middlesbrough,Arsenal,A
34,Southampton,Leeds,H
34,Sunderland,West Brom,A
35,Birmingham,Southampton,H
35,Blackburn,Bolton,D
35,Chelsea,Everton,H
35,Liverpool,Charlton,H
35,Man City,Sunderland,H
35,Newcastle,Aston Villa,D
35,West Brom,Tottenham,A
35,West Ham,Middlesbrough,H
35,Leeds,Fulham,H
35,Birmingham,Middlesbrough,H
36,Bolton,Arsenal,D
36,Charlton,Southampton,H
36,Chelsea,Fulham,D
36,Everton,Aston Villa,H
36,Leeds,Blackburn,A
36,Sunderland,Newcastle,A
36,West Brom,Liverpool,A
36,Man City,West Ham,A
36,Tottenham,Man United,A
36,Aston Villa,Sunderland,H
37,Blackburn,West Brom,D
37,Fulham,Everton,H
37,Liverpool,Man City,A
37,Man United,Charlton,H
37,Middlesbrough,Tottenham,H
37,Newcastle,Birmingham,H
37,Southampton,Bolton,D
37,West Ham,Chelsea,H
37,Arsenal,Leeds,A
37,Arsenal,Southampton,H
38,Birmingham,West Ham,D
38,Bolton,Middlesbrough,H
38,Charlton,Fulham,A
38,Chelsea,Liverpool,H
38,Everton,Man United,A
38,Leeds,Aston Villa,H
38,Man City,Southampton,A
38,Sunderland,Arsenal,A
38,Tottenham,Blackburn,A
38,West Brom,Newcastle,D
