Round,HomeTeam,AwayTeam,FTR
17,Portsmouth,Everton,H
17,Tottenham,Charlton,H
17,Watford,Reading,D
17,Chelsea,Arsenal,D
17,Sheffield United,Aston Villa,D
17,Chelsea,Newcastle,H
17,Wigan,Arsenal,A
17,Arsenal,Portsmouth,D
18,Aston Villa,Bolton,A
18,Charlton,Liverpool,A
18,Newcastle,Watford,H
18,Reading,Blackburn,A
18,Wigan,Sheffield United,A
18,Everton,Chelsea,A
18,Man City,Tottenham,A
18,West Ham,Man United,H
18,Fulham,Middlesbrough,H
18,Arsenal,Blackburn,H
19,Aston Villa,Man United,A
19,Fulham,West Ham,D
19,Liverpool,Watford,H
19,Man City,Bolton,A
19,Middlesbrough,Charlton,H
19,Newcastle,Tottenham,H
19,Portsmouth,Sheffield United,H
19,Reading,Everton,A
19,Wigan,Chelsea,A
19,Blackburn,Liverpool,H
20,Bolton,Newcastle,H
20,Chelsea,Reading,D
20,Everton,Middlesbrough,D
20,Man United,Wigan,H
20,Sheffield United,Man City,A
20,Tottenham,Aston Villa,H
20,Watford,Arsenal,A
20,West Ham,Portsmouth,A
20,Charlton,Fulham,D
20,Blackburn,Middlesbrough,H
21,Bolton,Portsmouth,H
21,Charlton,Aston Villa,H
21,Chelsea,Fulham,D
21,Everton,Newcastle,H
21,Man United,Reading,H
21,Sheffield United,Arsenal,H
21,Tottenham,Liverpool,A
21,West Ham,Man City,A
21,Fulham,Watford,D
21,Liverpool,Bolton,H
22,Man City,Everton,H
22,Middlesbrough,Sheffield United,H
22,Newcastle,Man United,D
22,Portsmouth,Tottenham,D
22,Reading,West Ham,H
22,Wigan,Blackburn,A
22,Arsenal,Charlton,H
22,Aston Villa,Chelsea,D
22,Blackburn,Arsenal,A
22,Bolton,Man City,D
23,Charlton,Middlesbrough,A
23,Chelsea,Wigan,H
23,Man United,Aston Villa,H
23,Sheffield United,Portsmouth,D
23,Watford,Liverpool,A
23,West Ham,Fulham,D
23,Everton,Reading,D
23,Tottenham,Newcastle,A
23,Aston Villa,Watford,H
23,Fulham,Tottenham,D
24,Liverpool,Chelsea,H
24,Man City,Blackburn,A
24,Middlesbrough,Bolton,H
24,Newcastle,West Ham,D
24,Portsmouth,Charlton,A
24,Reading,Sheffield United,H
24,Arsenal,Man United,H
24,Wigan,Everton,A
24,Watford,Blackburn,H
24,Portsmouth,Middlesbrough,D
25,Reading,Wigan,H
25,Sheffield United,Fulham,H
25,West Ham,Liverpool,A
25,Bolton,Charlton,D
25,Chelsea,Blackburn,H
25,Man United,Watford,H
25,Newcastle,Aston Villa,H
25,Aston Villa,West Ham,H
25,Blackburn,Sheffield United,H
25,Charlton,Chelsea,A
26,Fulham,Newcastle,H
26,Liverpool,Everton,D
26,Man City,Reading,A
26,Middlesbrough,Arsenal,D
26,Watford,Bolton,A
26,Wigan,Portsmouth,H
26,Tottenham,Man United,A
26,Chelsea,Middlesbrough,H
26,Everton,Blackburn,H
26,Man United,Charlton,H
27,Newcastle,Liverpool,H
27,Portsmouth,Man City,H
27,Reading,Aston Villa,H
27,Sheffield United,Tottenham,H
27,West Ham,Watford,A
27,Arsenal,Wigan,H
27,Bolton,Fulham,H
27,Everton,Tottenham,A
27,Watford,Wigan,D
27,Charlton,West Ham,H
28,Fulham,Man United,A
28,Liverpool,Sheffield United,H
28,Middlesbrough,Reading,H
28,Watford,Everton,A
28,Blackburn,Portsmouth,H
28,Tottenham,Bolton,H
28,Wigan,Newcastle,H
28,Arsenal,Reading,H
28,Fulham,Aston Villa,D
28,Liverpool,Man United,A
29,Man City,Wigan,A
29,Newcastle,Middlesbrough,D
29,Portsmouth,Chelsea,A
29,Sheffield United,Everton,D
29,Watford,Charlton,D
29,Bolton,Blackburn,A
29,West Ham,Tottenham,A
29,Aston Villa,Arsenal,A
29,Man City,Chelsea,A
29,Blackburn,West Ham,A
30,Chelsea,Sheffield United,H
30,Man United,Bolton,H
30,Middlesbrough,Man City,A
30,Reading,Portsmouth,D
30,Tottenham,Watford,H
30,Wigan,Fulham,D
30,Aston Villa,Liverpool,D
30,Charlton,Newcastle,H
30,Everton,Arsenal,H
30,Bolton,Sheffield United,H
31,Charlton,Wigan,H
31,Fulham,Portsmouth,D
31,Liverpool,Arsenal,H
31,Man United,Blackburn,H
31,Newcastle,Man City,A
31,Watford,Chelsea,A
31,West Ham,Middlesbrough,H
31,Tottenham,Reading,H
31,Aston Villa,Everton,D
31,Everton,Fulham,H
32,Man City,Charlton,D
32,Arsenal,West Ham,A
32,Blackburn,Aston Villa,A
32,Chelsea,Tottenham,H
32,Middlesbrough,Watford,H
32,Portsmouth,Man United,H
32,Reading,Liverpool,A
32,Sheffield United,Newcastle,A
32,Wigan,Bolton,A
32,Aston Villa,Wigan,D
33,Bolton,Everton,D
33,Charlton,Reading,D
33,Fulham,Man City,A
33,Newcastle,Arsenal,D
33,Watford,Portsmouth,H
33,Arsenal,Bolton,H
33,Man City,Liverpool,D
33,Middlesbrough,Aston Villa,A
33,Portsmouth,Newcastle,H
33,Reading,Fulham,H
34,Sheffield United,West Ham,H
34,Everton,Charlton,H
34,Wigan,Tottenham,D
34,Arsenal,Man City,H
34,Man United,Sheffield United,H
34,Blackburn,Watford,H
34,Liverpool,Middlesbrough,H
34,West Ham,Chelsea,A
34,Bolton,Reading,A
34,Charlton,Sheffield United,D
35,Fulham,Blackburn,D
35,Liverpool,Wigan,H
35,Man United,Middlesbrough,D
35,Tottenham,Arsenal,D
35,Watford,Man City,D
35,West Ham,Everton,H
35,Aston Villa,Portsmouth,D
35,Newcastle,Chelsea,D
35,Blackburn,Charlton,H
35,Chelsea,Bolton,D
36,Everton,Man United,A
36,Man City,Aston Villa,A
36,Middlesbrough,Tottenham,A
36,Portsmouth,Liverpool,H
36,Sheffield United,Watford,H
36,Wigan,West Ham,A
36,Arsenal,Fulham,H
36,Reading,Newcastle,H
36,Aston Villa,Sheffield United,H
36,Everton,Portsmouth,H
37,Fulham,Liverpool,H
37,Man City,Man United,A
37,Newcastle,Blackburn,A
37,Reading,Watford,A
37,West Ham,Bolton,H
37,Wigan,Middlesbrough,A
37,Arsenal,Chelsea,D
37,Charlton,Tottenham,A
37,Chelsea,Man United,D
37,Tottenham,Blackburn,D
38,Blackburn,Reading,D
38,Bolton,Aston Villa,D
38,Chelsea,Everton,D
38,Liverpool,Charlton,D
38,Man United,West Ham,A
38,Middlesbrough,Fulham,H
38,Portsmouth,Arsenal,D
38,Sheffield United,Wigan,A
38,Tottenham,Man City,H
38,Watford,Newcastle,D
