Round,HomeTeam,AwayTeam,FTR
29,Burnley,Wolves,A
29,Chelsea,West Ham,H
29,Hull,Arsenal,A
29,Stoke,Aston Villa,D
29,Tottenham,Blackburn,H
29,Man United,Fulham,H
29,Sunderland,Man City,D
30,Liverpool,Portsmouth,H
30,Wigan,Aston Villa,A
30,Arsenal,West Ham,H
30,Aston Villa,Wolves,D
30,Everton,Bolton,H
30,Portsmouth,Hull,H
30,Stoke,Tottenham,A
30,Sunderland,Birmingham,H
30,Wigan,Burnley,H
30,Blackburn,Chelsea,D
31,Fulham,Man City,A
31,Man United,Liverpool,H
31,West Ham,Wolves,A
31,Aston Villa,Sunderland,D
31,Blackburn,Birmingham,H
31,Man City,Everton,A
31,Portsmouth,Chelsea,A
31,Birmingham,Arsenal,D
31,Bolton,Man United,A
31,Chelsea,Aston Villa,H
32,Hull,Fulham,H
32,Tottenham,Portsmouth,H
32,West Ham,Stoke,A
32,Wolves,Everton,D
32,Burnley,Blackburn,A
32,Liverpool,Sunderland,H
32,Man City,Wigan,H
32,Arsenal,Wolves,H
32,Bolton,Aston Villa,A
32,Burnley,Man City,A
33,Man United,Chelsea,A
33,Portsmouth,Blackburn,D
33,Stoke,Hull,H
33,Sunderland,Tottenham,H
33,Birmingham,Liverpool,D
33,Everton,West Ham,D
33,Fulham,Wigan,H
33,Hull,Burnley,A
33,West Ham,Sunderland,H
33,Blackburn,Man United,D
34,Liverpool,Fulham,D
34,Man City,Birmingham,H
34,Wolves,Stoke,D
34,Chelsea,Bolton,H
34,Aston Villa,Everton,D
34,Tottenham,Arsenal,H
34,Wigan,Portsmouth,D
34,Birmingham,Hull,D
34,Blackburn,Everton,A
34,Fulham,Wolves,D
35,Man City,Man United,A
35,Stoke,Bolton,A
35,Sunderland,Burnley,H
35,Tottenham,Chelsea,H
35,Portsmouth,Aston Villa,A
35,Wigan,Arsenal,H
35,Liverpool,West Ham,H
35,Hull,Aston Villa,A
35,Arsenal,Man City,D
35,Bolton,Portsmouth,D
36,Hull,Sunderland,A
36,Man United,Tottenham,H
36,West Ham,Wigan,H
36,Wolves,Blackburn,D
36,Aston Villa,Birmingham,H
36,Burnley,Liverpool,A
36,Chelsea,Stoke,H
36,Everton,Fulham,H
36,Birmingham,Burnley,H
36,Man City,Aston Villa,H
37,Portsmouth,Wolves,H
37,Stoke,Everton,D
37,Tottenham,Bolton,H
37,Fulham,West Ham,H
37,Liverpool,Chelsea,A
37,Sunderland,Man United,A
37,Blackburn,Arsenal,H
37,Wigan,Hull,D
37,Fulham,Stoke,A
37,Man City,Tottenham,A
38,Arsenal,Fulham,H
38,Aston Villa,Blackburn,A
38,Bolton,Birmingham,H
38,Burnley,Tottenham,H
38,Chelsea,Wigan,H
38,Everton,Portsmouth,H
38,Hull,Liverpool,D
38,Man United,Stoke,H
38,West Ham,Man City,D
38,Wolves,Sunderland,H
