Round,HomeTeam,AwayTeam,FTR
22,Portsmouth,Everton,A
22,Sunderland,Chelsea,A
22,Wigan,West Brom,A
22,Birmingham,Portsmouth,H
22,Bolton,Man City,H
22,Everton,Arsenal,H
22,Middlesbrough,Wigan,A
22,Newcastle,Blackburn,A
22,Tottenham,Aston Villa,D
23,West Brom,Sunderland,A
23,Chelsea,Charlton,D
23,Man United,Liverpool,H
23,West Ham,Fulham,H
23,Charlton,West Brom,D
23,Fulham,Tottenham,H
23,Sunderland,Middlesbrough,A
23,Wigan,Everton,D
23,Arsenal,West Ham,A
23,Aston Villa,Chelsea,D
24,Blackburn,Man United,H
24,Liverpool,Birmingham,D
24,Man City,Newcastle,H
24,Portsmouth,Bolton,D
24,Birmingham,Arsenal,A
24,Bolton,Wigan,D
24,Everton,Man City,H
24,Man United,Fulham,H
24,Middlesbrough,Aston Villa,A
24,Newcastle,Portsmouth,H
25,West Brom,Blackburn,H
25,West Ham,Sunderland,H
25,Chelsea,Liverpool,H
25,Tottenham,Charlton,H
25,Charlton,Liverpool,H
25,Arsenal,Bolton,D
25,Aston Villa,Newcastle,A
25,Everton,Blackburn,H
25,Fulham,West Brom,H
25,Middlesbrough,Chelsea,H
26,Portsmouth,Man United,A
26,Wigan,Liverpool,A
26,Man City,Charlton,H
26,Sunderland,Tottenham,D
26,West Ham,Birmingham,H
26,Liverpool,Arsenal,H
26,Blackburn,Sunderland,H
26,Tottenham,Wigan,D
26,Newcastle,Charlton,D
26,Birmingham,Sunderland,H
27,Blackburn,Arsenal,H
27,Charlton,Aston Villa,D
27,Chelsea,Portsmouth,H
27,Newcastle,Everton,H
27,Bolton,Fulham,H
27,Liverpool,Man City,H
27,West Brom,Middlesbrough,A
27,Aston Villa,Portsmouth,H
27,Fulham,Arsenal,A
27,Liverpool,Charlton,D
28,Middlesbrough,Birmingham,H
28,Newcastle,Bolton,H
28,West Brom,Chelsea,A
28,West Ham,Everton,D
28,Man City,Sunderland,H
28,Tottenham,Blackburn,H
28,Wigan,Man United,A
28,Birmingham,West Brom,D
28,Blackburn,Aston Villa,H
28,Bolton,West Ham,H
29,Chelsea,Tottenham,H
29,Everton,Fulham,H
29,Portsmouth,Man City,H
29,Sunderland,Wigan,A
29,Arsenal,Liverpool,H
29,Charlton,Middlesbrough,H
29,Man United,Newcastle,H
29,Liverpool,Fulham,H
29,Arsenal,Charlton,H
29,Birmingham,Tottenham,A
30,Blackburn,Middlesbrough,H
30,Bolton,Sunderland,H
30,Everton,Aston Villa,H
30,Man City,Wigan,A
30,West Brom,Man United,A
30,West Ham,Portsmouth,A
30,Fulham,Chelsea,H
30,Newcastle,Liverpool,A
30,Aston Villa,Fulham,D
30,Chelsea,Man City,H
31,Liverpool,Everton,H
31,Sunderland,Blackburn,A
31,Wigan,West Ham,A
31,Charlton,Newcastle,H
31,Man United,Birmingham,H
31,Middlesbrough,Bolton,H
31,Tottenham,West Brom,H
31,Man United,West Ham,H
31,Arsenal,Aston Villa,H
31,Birmingham,Chelsea,D
32,Bolton,Man United,A
32,Everton,Sunderland,D
32,Fulham,Portsmouth,A
32,Newcastle,Tottenham,H
32,West Brom,Liverpool,A
32,Man City,Middlesbrough,A
32,West Ham,Charlton,D
32,Blackburn,Wigan,D
32,Birmingham,Bolton,H
32,Charlton,Everton,D
33,Portsmouth,Blackburn,D
33,Tottenham,Man City,H
33,Wigan,Birmingham,D
33,Aston Villa,West Brom,D
33,Chelsea,West Ham,H
33,Liverpool,Bolton,H
33,Man United,Arsenal,H
33,Middlesbrough,Newcastle,A
33,Portsmouth,Arsenal,D
33,Man United,Sunderland,D
34,Arsenal,West Brom,H
34,Bolton,Chelsea,A
34,Everton,Tottenham,A
34,Fulham,Charlton,H
34,Newcastle,Wigan,H
34,Portsmouth,Middlesbrough,H
34,West Ham,Man City,H
34,Aston Villa,Birmingham,H
34,Blackburn,Liverpool,A
34,Charlton,Portsmouth,H
35,Chelsea,Everton,H
35,Middlesbrough,West Ham,H
35,Sunderland,Newcastle,A
35,Tottenham,Man United,A
35,West Brom,Bolton,D
35,Wigan,Aston Villa,H
35,Birmingham,Blackburn,H
35,Arsenal,Tottenham,D
35,Bolton,Charlton,H
35,Everton,Birmingham,D
36,Newcastle,West Brom,H
36,Portsmouth,Sunderland,H
36,Fulham,Wigan,H
36,Aston Villa,Man City,A
36,West Ham,Liverpool,A
36,Birmingham,Newcastle,D
36,Charlton,Blackburn,A
36,Chelsea,Man United,H
36,Liverpool,Aston Villa,H
36,Man City,Fulham,A
37,Middlesbrough,Everton,A
37,Wigan,Portsmouth,A
37,Tottenham,Bolton,H
37,Man United,Middlesbrough,D
37,Sunderland,Arsenal,A
37,West Brom,West Ham,A
37,Blackburn,Chelsea,H
37,Bolton,Middlesbrough,D
37,Man City,Arsenal,A
37,Sunderland,Fulham,H
38,Arsenal,Wigan,H
38,Aston Villa,Sunderland,H
38,Blackburn,Man City,H
38,Bolton,Birmingham,H
38,Everton,West Brom,D
38,Fulham,Middlesbrough,H
38,Man United,Charlton,H
38,Newcastle,Chelsea,H
38,Portsmouth,Liverpool,A
38,West Ham,Tottenham,H
