Round,HomeTeam,AwayTeam,FTR
30,Arsenal,Man United,H
30,Chelsea,Wolves,D
30,Liverpool,Burnley,H
30,Bournemouth,Newcastle,D
31,Burnley,Leicester,A
31,West Ham,Huddersfield,H
31,Everton,Chelsea,H
31,Fulham,Liverpool,A
31,Brighton,Southampton,A
31,Burnley,Wolves,H
31,Crystal Palace,Huddersfield,H
31,Fulham,Man City,A
31,Leicester,Bournemouth,H
31,Man United,Watford,H
32,West Ham,Everton,A
32,Cardiff,Chelsea,A
32,Liverpool,Tottenham,H
32,Arsenal,Newcastle,H
32,Watford,Fulham,H
32,Wolves,Man United,H
32,Chelsea,Brighton,H
32,Man City,Cardiff,H
32,Tottenham,Crystal Palace,H
32,Southampton,Liverpool,A
33,Bournemouth,Burnley,A
33,Huddersfield,Leicester,A
33,Newcastle,Crystal Palace,A
33,Everton,Arsenal,H
33,Chelsea,West Ham,H
33,Leicester,Newcastle,A
33,Brighton,Bournemouth,A
33,Burnley,Cardiff,H
33,Fulham,Everton,H
33,Man United,West Ham,H
34,Southampton,Wolves,H
34,Tottenham,Huddersfield,H
34,Crystal Palace,Man City,A
34,Liverpool,Chelsea,H
34,Watford,Arsenal,A
34,Brighton,Cardiff,A
34,Bournemouth,Fulham,A
34,Huddersfield,Watford,A
34,Man City,Tottenham,H
34,Newcastle,Southampton,H
35,West Ham,Leicester,D
35,Wolves,Brighton,D
35,Arsenal,Crystal Palace,A
35,Cardiff,Liverpool,A
35,Everton,Man United,H
35,Chelsea,Burnley,D
35,Tottenham,Brighton,H
35,Watford,Southampton,D
35,Man United,Man City,A
35,Wolves,Arsenal,H
36,Liverpool,Huddersfield,H
36,Brighton,Newcastle,D
36,Crystal Palace,Everton,D
36,Fulham,Cardiff,H
36,Southampton,Bournemouth,D
36,Tottenham,West Ham,A
36,Watford,Wolves,A
36,Burnley,Man City,A
36,Leicester,Arsenal,H
36,Man United,Chelsea,D
37,Everton,Burnley,H
37,Bournemouth,Tottenham,H
37,Cardiff,Crystal Palace,A
37,Newcastle,Liverpool,A
37,West Ham,Southampton,H
37,Wolves,Fulham,H
37,Arsenal,Brighton,D
37,Chelsea,Watford,H
37,Huddersfield,Man United,D
37,Man City,Leicester,H
38,Brighton,Man City,A
38,Burnley,Arsenal,A
38,Crystal Palace,Bournemouth,H
38,Fulham,Newcastle,A
38,Leicester,Chelsea,D
38,Liverpool,Wolves,H
38,Man United,Cardiff,A
38,Southampton,Huddersfield,D
38,Tottenham,Everton,D
38,Watford,West Ham,A
