Round,HomeTeam,AwayTeam,FTR
28,Sunderland,Crystal Palace,D
28,Arsenal,Swansea,A
28,Liverpool,Man City,H
28,Man United,Watford,H
28,Stoke,Newcastle,H
28,West Ham,Tottenham,H
28,Chelsea,Stoke,D
28,Everton,West Ham,A
29,Man City,Aston Villa,H
29,Newcastle,Bournemouth,A
29,Southampton,Sunderland,D
29,Swansea,Norwich,H
29,Tottenham,Arsenal,D
29,Watford,Leicester,A
29,Crystal Palace,Liverpool,A
29,West Brom,Man United,H
29,Bournemouth,Swansea,H
29,Norwich,Man City,D
30,Stoke,Southampton,A
30,Aston Villa,Tottenham,A
30,Leicester,Newcastle,H
30,Chelsea,West Ham,D
30,Crystal Palace,Leicester,A
30,Everton,Arsenal,A
30,Swansea,Aston Villa,H
30,Watford,Stoke,A
30,West Brom,Norwich,A
30,Man City,Man United,A
31,Newcastle,Sunderland,D
31,Southampton,Liverpool,H
31,Tottenham,Bournemouth,H
31,Arsenal,Watford,H
31,Aston Villa,Chelsea,A
31,Bournemouth,Man City,A
31,Liverpool,Tottenham,D
31,Norwich,Newcastle,H
31,Stoke,Swansea,D
31,Sunderland,West Brom,D
32,West Ham,Crystal Palace,D
32,Leicester,Southampton,H
32,Man United,Everton,H
32,Aston Villa,Bournemouth,A
32,Crystal Palace,Norwich,H
32,Man City,West Brom,H
32,Southampton,Newcastle,H
32,Swansea,Chelsea,H
32,Watford,Everton,D
32,West Ham,Arsenal,D
33,Liverpool,Stoke,H
33,Sunderland,Leicester,A
33,Tottenham,Man United,H
33,Crystal Palace,Everton,D
33,Chelsea,Man City,A
33,Everton,Southampton,D
33,Man United,Aston Villa,H
33,Newcastle,Swansea,H
33,Norwich,Sunderland,A
33,West Brom,Watford,A
34,Arsenal,Crystal Palace,D
34,Bournemouth,Liverpool,A
34,Leicester,West Ham,D
34,Stoke,Tottenham,A
34,Newcastle,Man City,D
34,Liverpool,Everton,H
34,Man United,Crystal Palace,H
34,West Ham,Watford,H
34,Arsenal,West Brom,H
34,Aston Villa,Southampton,A
35,Bournemouth,Chelsea,A
35,Liverpool,Newcastle,D
35,Man City,Stoke,H
35,Leicester,Swansea,H
35,Sunderland,Arsenal,D
35,Tottenham,West Brom,D
35,Arsenal,Norwich,H
35,Everton,Bournemouth,H
35,Newcastle,Crystal Palace,H
35,Stoke,Sunderland,D
36,Watford,Aston Villa,H
36,West Brom,West Ham,A
36,Man United,Leicester,D
36,Southampton,Man City,H
36,Swansea,Liverpool,H
36,Chelsea,Tottenham,D
36,Aston Villa,Newcastle,D
36,Bournemouth,West Brom,D
36,Crystal Palace,Stoke,H
36,Leicester,Everton,H
37,Norwich,Man United,A
37,Sunderland,Chelsea,H
37,West Ham,Swansea,A
37,Liverpool,Watford,H
37,Man City,Arsenal,D
37,Tottenham,Southampton,A
37,West Ham,Man United,H
37,Liverpool,Chelsea,D
37,Norwich,Watford,H
37,Sunderland,Everton,H
38,Arsenal,Aston Villa,H
38,Chelsea,Leicester,D
38,Everton,Norwich,H
38,Newcastle,Tottenham,H
38,Southampton,Crystal Palace,H
38,Stoke,West Ham,H
38,Swansea,Man City,D
38,Watford,Sunderland,D
38,West Brom,Liverpool,D
38,Man United,Bournemouth,H
