Round,HomeTeam,AwayTeam,FTR
25,Leicester,Chelsea,A
25,Man United,Sunderland,H
25,Newcastle,Bolton,H
25,West Ham,Blackburn,H
25,Leeds,Liverpool,A
25,Middlesbrough,Charlton,D
26,Aston Villa,Chelsea,D
26,Bolton,West Ham,H
26,Derby,Sunderland,A
26,Fulham,Blackburn,H
26,Ipswich,Liverpool,A
26,Middlesbrough,Leeds,D
26,Newcastle,Southampton,H
26,Tottenham,Leicester,H
26,Charlton,Man United,A
26,Everton,Arsenal,A
27,Middlesbrough,Fulham,H
27,Arsenal,Fulham,H
27,Leicester,Derby,A
27,Liverpool,Everton,D
27,Man United,Aston Villa,H
27,Southampton,Bolton,D
27,West Ham,Middlesbrough,H
27,Leeds,Charlton,D
27,Sunderland,Newcastle,A
27,Aston Villa,West Ham,H
28,Bolton,Blackburn,D
28,Charlton,Chelsea,H
28,Fulham,Liverpool,A
28,Ipswich,Southampton,A
28,Middlesbrough,Leicester,H
28,Newcastle,Arsenal,A
28,Tottenham,Sunderland,H
28,Derby,Man United,D
28,Everton,Leeds,D
28,Arsenal,Derby,H
29,Blackburn,Aston Villa,H
29,Sunderland,Bolton,H
29,Chelsea,Fulham,H
29,Leeds,Ipswich,H
29,Liverpool,Newcastle,H
29,Man United,Tottenham,H
29,Southampton,Middlesbrough,D
29,West Ham,Everton,H
29,Leicester,Charlton,D
29,Blackburn,Ipswich,H
30,Chelsea,Tottenham,H
30,Bolton,Derby,A
30,Chelsea,Sunderland,H
30,Everton,Fulham,H
30,Middlesbrough,Liverpool,A
30,Newcastle,Ipswich,D
30,Southampton,Leicester,D
30,West Ham,Man United,A
30,Aston Villa,Arsenal,A
30,Leeds,Blackburn,H
31,Tottenham,Charlton,A
31,Charlton,Bolton,A
31,Derby,Everton,A
31,Ipswich,Aston Villa,D
31,Leicester,Leeds,A
31,Man United,Middlesbrough,A
31,Sunderland,Southampton,D
31,Fulham,Tottenham,A
31,Liverpool,Chelsea,H
31,Newcastle,Everton,H
32,Arsenal,Sunderland,H
32,Bolton,Aston Villa,H
32,Chelsea,Derby,H
32,Leeds,Man United,A
32,Leicester,Blackburn,H
32,Liverpool,Charlton,H
32,Middlesbrough,Tottenham,D
32,Southampton,Fulham,D
32,West Ham,Ipswich,H
32,Blackburn,Southampton,H
33,Charlton,Arsenal,A
33,Derby,Middlesbrough,A
33,Everton,Bolton,H
33,Fulham,West Ham,A
33,Ipswich,Chelsea,D
33,Sunderland,Leicester,H
33,Tottenham,Leeds,H
33,Aston Villa,Newcastle,D
33,Arsenal,Tottenham,H
33,Bolton,Ipswich,H
34,Chelsea,Everton,H
34,Leicester,Man United,A
34,Middlesbrough,Aston Villa,H
34,Southampton,Derby,H
34,West Ham,Charlton,H
34,Leeds,Sunderland,H
34,Newcastle,Fulham,D
34,Blackburn,Chelsea,D
34,Aston Villa,Leeds,A
34,Charlton,Southampton,D
35,Derby,Newcastle,A
35,Everton,Leicester,D
35,Sunderland,Liverpool,A
35,Tottenham,West Ham,D
35,Bolton,Tottenham,D
35,Chelsea,Man United,A
35,Leeds,Fulham,A
35,Leicester,Aston Villa,D
35,Liverpool,Derby,H
35,Middlesbrough,Blackburn,A
36,Newcastle,Charlton,H
36,Southampton,Everton,A
36,West Ham,Sunderland,H
36,Arsenal,Ipswich,H
36,Blackburn,Newcastle,D
36,Fulham,Bolton,H
36,Arsenal,West Ham,H
36,Ipswich,Middlesbrough,H
36,Aston Villa,Southampton,H
36,Charlton,Sunderland,D
37,Derby,Leeds,A
37,Fulham,Leicester,D
37,Ipswich,Man United,A
37,Middlesbrough,Chelsea,A
37,Newcastle,West Ham,H
37,Tottenham,Liverpool,H
37,Everton,Blackburn,A
37,Bolton,Arsenal,A
37,Liverpool,Blackburn,H
37,Man United,Arsenal,A
38,Arsenal,Everton,H
38,Blackburn,Fulham,H
38,Chelsea,Aston Villa,A
38,Leeds,Middlesbrough,H
38,Leicester,Tottenham,H
38,Liverpool,Ipswich,H
38,Man United,Charlton,D
38,Southampton,Newcastle,H
38,Sunderland,Derby,D
38,West Ham,Bolton,H
