Round,HomeTeam,AwayTeam,FTR
30,Birmingham,Newcastle,D
30,Man United,Bolton,H
30,Tottenham,Chelsea,D
31,Aston Villa,Sunderland,A
31,Blackburn,Wigan,H
31,Bolton,Man City,D
31,Everton,West Ham,D
31,Middlesbrough,Derby,H
31,Newcastle,Fulham,H
31,Reading,Birmingham,H
31,Tottenham,Portsmouth,H
31,Chelsea,Arsenal,H
31,Man United,Liverpool,H
32,Birmingham,Man City,H
32,Bolton,Arsenal,A
32,Derby,Fulham,D
32,Man United,Aston Villa,H
32,Portsmouth,Wigan,H
32,Reading,Blackburn,D
32,Sunderland,West Ham,H
32,Chelsea,Middlesbrough,H
32,Liverpool,Everton,H
32,Tottenham,Newcastle,A
33,Arsenal,Liverpool,D
33,Aston Villa,Bolton,H
33,Blackburn,Tottenham,D
33,Fulham,Sunderland,A
33,Man City,Chelsea,A
33,Newcastle,Reading,H
33,Wigan,Birmingham,H
33,Everton,Derby,H
33,Middlesbrough,Man United,D
33,West Ham,Portsmouth,A
34,Birmingham,Everton,D
34,Bolton,West Ham,H
34,Derby,Aston Villa,A
34,Portsmouth,Newcastle,D
34,Reading,Fulham,A
34,Sunderland,Man City,A
34,Tottenham,Middlesbrough,D
34,Liverpool,Blackburn,H
34,Man United,Arsenal,H
34,Chelsea,Wigan,D
35,Everton,Chelsea,A
35,Arsenal,Reading,H
35,Blackburn,Man United,D
35,Fulham,Liverpool,A
35,Middlesbrough,Bolton,A
35,West Ham,Derby,H
35,Wigan,Tottenham,D
35,Aston Villa,Birmingham,H
35,Man City,Portsmouth,H
35,Newcastle,Sunderland,H
36,Birmingham,Liverpool,D
36,Chelsea,Man United,H
36,Man City,Fulham,A
36,Sunderland,Middlesbrough,H
36,Tottenham,Bolton,D
36,West Ham,Newcastle,D
36,Wigan,Reading,D
36,Everton,Aston Villa,D
36,Portsmouth,Blackburn,A
36,Derby,Arsenal,A
37,Aston Villa,Wigan,A
37,Blackburn,Derby,H
37,Bolton,Sunderland,H
37,Fulham,Birmingham,H
37,Man United,West Ham,H
37,Middlesbrough,Portsmouth,H
37,Reading,Tottenham,A
37,Arsenal,Everton,H
37,Liverpool,Man City,H
37,Newcastle,Chelsea,A
38,Birmingham,Blackburn,H
38,Chelsea,Bolton,D
38,Derby,Reading,A
38,Everton,Newcastle,H
38,Middlesbrough,Man City,H
38,Portsmouth,Fulham,A
38,Sunderland,Arsenal,A
38,Tottenham,Liverpool,A
38,West Ham,Aston Villa,D
38,Wigan,Man United,A
