Round,HomeTeam,AwayTeam,FTR
24,Chelsea,Arsenal,D
24,Leicester,West Ham,H
24,Tottenham,Norwich,H
24,Man United,Burnley,A
24,Wolves,Liverpool,A
24,West Ham,Liverpool,A
25,Leicester,Chelsea,D
25,Bournemouth,Aston Villa,H
25,Crystal Palace,Sheffield United,A
25,Liverpool,Southampton,H
25,Newcastle,Norwich,D
25,Watford,Everton,A
25,West Ham,Brighton,D
25,Man United,Wolves,D
25,Burnley,Arsenal,D
25,Tottenham,Man City,H
26,Everton,Crystal Palace,H
26,Brighton,Watford,D
26,Sheffield United,Bournemouth,H
26,Wolves,Leicester,D
26,Southampton,Burnley,A
26,Norwich,Liverpool,A
26,Aston Villa,Tottenham,A
26,Arsenal,Newcastle,H
26,Chelsea,Man United,A
26,Man City,West Ham,H
27,Chelsea,Tottenham,H
27,Burnley,Bournemouth,H
27,Crystal Palace,Newcastle,H
27,Sheffield United,Brighton,D
27,Southampton,Aston Villa,H
27,Leicester,Man City,A
27,Man United,Watford,H
27,Wolves,Norwich,H
27,Arsenal,Everton,H
27,Liverpool,West Ham,H
28,Norwich,Leicester,H
28,Brighton,Crystal Palace,A
28,Bournemouth,Chelsea,D
28,Newcastle,Burnley,D
28,West Ham,Southampton,H
28,Watford,Liverpool,H
28,Everton,Man United,D
28,Tottenham,Wolves,A
29,Liverpool,Bournemouth,H
29,Arsenal,West Ham,H
29,Crystal Palace,Watford,H
29,Sheffield United,Norwich,H
29,Southampton,Newcastle,A
29,Wolves,Brighton,D
29,Burnley,Tottenham,D
29,Chelsea,Everton,H
29,Man United,Man City,H
29,Leicester,Aston Villa,H
